id,type,label
paper_enhancing_reasoning_for_diffusion_llms_via_d,paper,Enhancing Reasoning for Diffusion LLMs via Distribution Matching Policy Optimization
paper_uav_resilience_against_stealthy_attacks,paper,UAV Resilience Against Stealthy Attacks
paper_nonlinear_moving_horizon_estimation_and_mode,paper,Nonlinear Moving Horizon Estimation and Model Predictive Control for Buildings with Unknown HVAC Dynamics
paper_power_system_capacity_planning_considering_s,paper,Power System Capacity Planning Considering Seasonal Hydrogen Storage by Salt Caverns
paper_multistage_csr_microbunching_gain_developmen,paper,Multistage CSR microbunching gain development in transport or recirculation arcs
paper_amplitude_analysis_of_the_$b^+\to_d^+d^-k^+$,paper,Amplitude analysis of the $B^+\to D^+D^-K^+$ decay
paper_face:_faithful_automatic_concept_extraction,paper,FACE: Faithful Automatic Concept Extraction
concept__nonnegative_matrix_factorization_nmf,concept,Non-negative Matrix Factorization (NMF)
"paper_""it_became_my_buddy,_but_i'm_not_afraid_to_d",paper,"""It Became My Buddy, But I'm Not Afraid to Disagree"": A Multi-Session Study of UX Evaluators Collaborating with Conversational AI Assistants"
paper_five-brane_superpotentials_in_heterotic_m-th,paper,Five-Brane Superpotentials in Heterotic M-Theory
paper_an_empirical_evaluation_of_rule_extraction_f,paper,An Empirical Evaluation of Rule Extraction from Recurrent Neural Networks
paper_towards_a_fully_abstract_compiler_using_micr,paper,Towards a Fully Abstract Compiler Using Micro-Policies: Secure Compilation for Mutually Distrustful Components
paper_operating_spacecraft_around_comets:_evaluati,paper,Operating Spacecraft Around Comets: Evaluation of the Near-Nucleus Environment
paper_provex:_enhancing_soc_analyst_trust_with_exp,paper,PROVEX: Enhancing SOC Analyst Trust with Explainable Provenance-Based IDS
paper_assessing_the_viability_of_quantum-resistant,paper,Assessing the Viability of Quantum-Resistant IKEv2 over Constrained and Internet-Scale Networks
paper_nonlinear_heat_transport_in_ferromagnetic-qu,paper,Nonlinear heat transport in ferromagnetic-quantum dot-superconducting systems
paper_target_of_opportunity_observations_of_blazar,paper,Target of Opportunity Observations of Blazars with H.E.S.S
paper_bohdi:_heterogeneous_llm_fusion_with_automat,paper,Bohdi: Heterogeneous LLM Fusion with Automatic Data Exploration
paper_prompt_engineering_through_the_lens_of_optim,paper,Prompt Engineering Through the Lens of Optimal Control
concept__ensemble_method,concept,Ensemble Methods
concept__multiagent_collaboration,concept,Multi-Agent Collaboration
paper_wrist-squeezing_force_feedback_improves_accu,paper,Wrist-Squeezing Force Feedback Improves Accuracy and Speed in Robotic Surgery Training
paper_looking_beyond_iocs:_automatically_extractin,paper,Looking Beyond IoCs: Automatically Extracting Attack Patterns from External CTI
concept__knowledge_graph,concept,Knowledge Graph
paper_feasibility_study_on_active_learning_of_smar,paper,Feasibility Study on Active Learning of Smart Surrogates for Scientific Simulations
paper_an_argumentation-based_legal_reasoning_appro,paper,An Argumentation-Based Legal Reasoning Approach for DL-Ontology
paper_dante:_predicting_insider_threat_using_lstm_,paper,DANTE: Predicting Insider Threat using LSTM on system logs
concept__lstm,concept,LSTM
paper_when_large_language_models_meet_vector_datab,paper,When Large Language Models Meet Vector Databases: A Survey
paper_determination_of_hund's_coupling_in_5d_oxide,paper,Determination of Hund's coupling in 5d Oxides using Resonant Inelastic X-ray Scattering
paper_predicting_public_health_impacts_of_electric,paper,Predicting Public Health Impacts of Electricity Usage
paper_improving_the_model_consistency_of_decentral,paper,Improving the Model Consistency of Decentralized Federated Learning
paper_headinfer:_memory-efficient_llm_inference_by,paper,HeadInfer: Memory-Efficient LLM Inference by Head-wise Offloading
paper_topological_unidirectional_guided_resonances,paper,Topological unidirectional guided resonances emerged from interband coupling
paper_online_gradient_boosting_decision_tree:_in-p,paper,Online Gradient Boosting Decision Tree: In-Place Updates for Efficient Adding/Deleting Data
paper_comprehending_semantic_types_in_json_data_wi,paper,Comprehending Semantic Types in JSON Data with Graph Neural Networks
paper_a_comprehensive_study_on_dataset_distillatio,paper,"A Comprehensive Study on Dataset Distillation: Performance, Privacy, Robustness and Fairness"
concept__membership_inference_attack,concept,Membership Inference Attack
paper_how_hard_is_bribery_in_elections?,paper,How Hard Is Bribery in Elections?
concept__plurality_voting,concept,Plurality Voting
concept__approval_voting,concept,Approval Voting
paper_large-scale_gradient-free_deep_learning_with,paper,Large-Scale Gradient-Free Deep Learning with Recursive Local Representation Alignment
concept__backpropagation,concept,Backpropagation
paper_a_new_super_integrable_hierarchy_and_a_gener,paper,A new super integrable hierarchy and a generalized super-AKNS hierarchy
paper_enhancing_exoplanet_ephemerides_by_leveragin,paper,Enhancing Exoplanet Ephemerides by Leveraging Professional and Citizen Science Data: A Test Case with WASP-77A b
paper_elliptic_inequalities_with_nonlinear_convolu,paper,Elliptic inequalities with nonlinear convolution and Hardy terms in cone-like domains
concept__convolution_operator,concept,Convolution Operator
paper_emulating_extended_lyman-alpha_haloes_around,paper,Emulating extended Lyman-alpha haloes around star-forming galaxies
concept__surface_brightness_profile,concept,Surface Brightness Profiles
paper_unipose:_unified_human_pose_estimation_in_si,paper,UniPose: Unified Human Pose Estimation in Single Images and Videos
paper_non-fixation_in_infinite_potential,paper,Non-fixation in infinite potential
paper_lode:_locally_conditioned_eikonal_implicit_s,paper,LODE: Locally Conditioned Eikonal Implicit Scene Completion from Sparse LiDAR
paper_clusterformer:_clustering_as_a_universal_vis,paper,ClusterFormer: Clustering As A Universal Visual Learner
paper_touchstone_benchmark:_are_we_on_the_right_wa,paper,Touchstone Benchmark: Are We on the Right Way for Evaluating AI Algorithms for Medical Segmentation?
paper_a_dataset_for_research_on_water_sustainabili,paper,A Dataset for Research on Water Sustainability
paper_actions_speak_louder_than_words:_trillion-pa,paper,Actions Speak Louder than Words: Trillion-Parameter Sequential Transducers for Generative Recommendations
paper_topological_band_engineering_of_graphene_nan,paper,Topological Band Engineering of Graphene Nanoribbons
paper_the_complexity_of_poor_man's_logic,paper,The Complexity of Poor Man's Logic
concept__modal_logic,concept,Modal Logic
concept__satisfiability_problem,concept,Satisfiability Problem
paper_an_experimental_study_of_weight_initializati,paper,An Experimental Study of Weight Initialization and Weight Inheritance Effects on Neuroevolution
paper_finevision:_open_data_is_all_you_need,paper,FineVision: Open Data Is All You Need
paper_filterplus:_a_real-time_content_filtering_ex,paper,FilterPlus: A real-time content filtering extension for Google Chrome
paper_lari:_layered_ray_intersections_for_single-v,paper,LaRI: Layered Ray Intersections for Single-view 3D Geometric Reasoning
paper_topological_data_analysis_on_simple_english_,paper,Topological Data Analysis on Simple English Wikipedia Articles
paper_relativistic_sph_calculations_of_compact_bin,paper,Relativistic SPH Calculations of Compact Binary Mergers
concept__gravitational_wave,concept,Gravitational Waves
paper_adiabatic_pumping_of_orbital_magnetization_b,paper,Adiabatic Pumping of Orbital Magnetization by Spin Precession
paper_spiking_graph_convolutional_networks,paper,Spiking Graph Convolutional Networks
concept__spiking_neural_networks_snn,concept,Spiking Neural Networks (SNNs)
paper_erasing_doppler_dephasing_error_in_rydberg_q,paper,Erasing Doppler Dephasing Error in Rydberg Quantum Gates
paper_anyone_but_him:_the_complexity_of_precluding,paper,Anyone but Him: The Complexity of Precluding an Alternative
paper_from_llms_to_mllms:_exploring_the_landscape_,paper,From LLMs to MLLMs: Exploring the Landscape of Multimodal Jailbreaking
paper_non-uniform_motion_deblurring_with_blurry_co,paper,Non-uniform Motion Deblurring with Blurry Component Divided Guidance
paper_stochastic_deep_learning:_a_probabilistic_fr,paper,Stochastic Deep Learning: A Probabilistic Framework for Modeling Uncertainty in Structured Temporal Data
paper_composite_safety_potential_field_for_highway,paper,Composite Safety Potential Field for Highway Driving Risk Assessment
paper_building_socially-equitable_public_models,paper,Building Socially-Equitable Public Models
paper_learning_to_recommend_third-party_library_mi,paper,Learning to Recommend Third-Party Library Migration Opportunities at the API Level
paper_clear:_robust_context-guided_generative_ligh,paper,CleAR: Robust Context-Guided Generative Lighting Estimation for Mobile Augmented Reality
paper_an_empirical_study_on_the_capability_of_llms,paper,An Empirical Study on the Capability of LLMs in Decomposing Bug Reports
concept__zeroshot_prompting,concept,Zero-shot Prompting
concept__fewshot_prompting,concept,Few-shot Prompting
paper_p-mapnet:_far-seeing_map_generator_enhanced_,paper,P-MapNet: Far-seeing Map Generator Enhanced by both SDMap and HDMap Priors
paper_x-ray_point_sources_in_the_sombrero_galaxy:_,paper,"X-ray Point Sources in the Sombrero Galaxy: Supersoft sources, the globular cluster/LMXB connection, and an overview"
concept__globular_cluster,concept,Globular Clusters
paper_a_unified_knowledge-distillation_and_semi-su,paper,A Unified Knowledge-Distillation and Semi-Supervised Learning Framework to Improve Industrial Ads Delivery Systems
paper_a_general-purpose_dehazing_algorithm_based_o,paper,A General-Purpose Dehazing Algorithm based on Local Contrast Enhancement Approaches
paper_controlling_a_nanowire_spin-orbit_qubit_via_,paper,Controlling a Nanowire Spin-Orbit Qubit via Electric-Dipole Spin Resonance
concept__electricdipole_spin_resonance_edsr,concept,Electric-Dipole Spin Resonance (EDSR)
paper_unpacking_personal(?!)_health_informatics_fo,paper,Unpacking Personal(?!) Health Informatics for Proactive Collective Care in India
paper_probing_excitonic_dark_states_in_single-laye,paper,Probing Excitonic Dark States in Single-layer Tungsten Disulfide
paper_improving_chinese_character_representation_w,paper,Improving Chinese Character Representation with Formation Tree
"paper_toward_the_""new_normal"":_a_surge_in_speeding",paper,"Toward the ""New Normal"": A Surge in Speeding, New Volume Patterns, and Recent Trends in Taxis/For-Hire Vehicles"
paper_vec-lut:_vector_table_lookup_for_parallel_ul,paper,Vec-LUT: Vector Table Lookup for Parallel Ultra-Low-Bit LLM Inference on Edge Devices
paper_unveiling_palomar_2:_the_most_obscure_globul,paper,Unveiling Palomar 2: The Most Obscure Globular Cluster in the Outer Halo
concept__colormagnitude_diagram_cmd,concept,Color-Magnitude Diagram (CMD)
paper_snompy:_a_package_for_modelling_scattering-t,paper,snompy: a package for modelling scattering-type scanning near-field optical microscopy
paper_contrastive_rendering_for_ultrasound_image_s,paper,Contrastive Rendering for Ultrasound Image Segmentation
paper_velocity-resolved_reverberation_mapping_of_c,paper,Velocity-resolved Reverberation Mapping of Changing-look Active Galactic Nucleus NGC~4151 During Outburst Stage: Evidence for Kinematics Evolution of Broad-line Region
concept__reverberation_mapping,concept,Reverberation Mapping
concept__broadline_region_blr,concept,Broad-line Region (BLR)
paper_probe_of_lorentz_invariance_violation_effect,paper,Probe of Lorentz Invariance Violation effects and determination of the distance of PG 1553+113
concept__lorentz_invariance_violation_liv,concept,Lorentz Invariance Violation (LIV)
concept__hess,concept,H.E.S.S.
concept__fermilat,concept,Fermi-LAT
paper_periodically-driven_facilitated_high-efficie,paper,Periodically-driven facilitated high-efficiency dissipative entanglement with Rydberg atoms
paper_large-population_asymptotics_for_the_maximum,paper,Large-population asymptotics for the maximum of diffusive particles with mean-field interaction in the noises
paper_the_african_stopwords_project:_curating_stop,paper,The African Stopwords project: curating stopwords for African languages
paper_machine_learning_at_the_network_edge:_a_surv,paper,Machine Learning at the Network Edge: A Survey
paper_quasiperiodic_time_dependent_current_in_driv,paper,Quasiperiodic time dependent current in driven superlattices: distorted Poincare maps and strange attractors
